file_name,download_info,intercept_info
EWB_ART_ESG_Report032122.pdf,Successfully downloaded,success
2022%20Part%20II%20ESG%20Report%20-%209.12.23.pdf,Successfully downloaded,success
No link,No link,No link
environmental_policy_2023.pdf,Successfully downloaded,success
No link,No link,No link
2023-Sustainability-Report.pdf,"(""Connection broken: InvalidChunkLength(got length b'', 0 bytes read)"", InvalidChunkLength(got length b'', 0 bytes read))",no such file: '../resources/origin_pdf_directory_2023/2023-Sustainability-Report.pdf'
1708506432-sustainability-report-2023-final.pdf,Successfully downloaded,success
ESGFactsheetFY23.pdf,Successfully downloaded,success
stxintimationbrsr17072023.pdf,Successfully downloaded,success
No link,No link,No link
site-2023-form-10-k.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/site-2023-form-10-k.pdf'.
2023_integrated_report_en.pdf,Successfully downloaded,success
05vcz8vyktpgbk.pdf,Successfully downloaded,success
TC_CorporateReport2023_e_A3_light.pdf,Successfully downloaded,success
sd-report-spreads.pdf,Successfully downloaded,success
CGReport_20230710.pdf,Successfully downloaded,success
ORI-SustainabilityReport-033023-FINAL.pdf,"HTTPSConnectionPool(host='media.oldrepublictitle.com', port=443): Max retries exceeded with url: /Files/ORI-SustainabilityReport-033023-FINAL.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a5726a0>, 'Connection to media.oldrepublictitle.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/ORI-SustainabilityReport-033023-FINAL.pdf'
intege2023v.pdf,Successfully downloaded,success
endeavour-mining-2023-sustainability-report-web.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/endeavour-mining-2023-sustainability-report-web.pdf'.
Jefferies-2023-ESG-DEI-Report.pdf,Successfully downloaded,success
1ba198e9a09e63dd315780092908a574.pdf,Successfully downloaded,success
ABN_AMRO_____2022_Climate_Strategy___Targets.pdf,Successfully downloaded,success
4223107s-2023-coherent-esg-report-010224.pdf,Successfully downloaded,success
Max_Healthcare_ESG_29_01_2024_1_4376e7f7ed.pdf,"HTTPSConnectionPool(host='max-website20-images.s3.ap-south-1.amazonaws.com', port=443): Max retries exceeded with url: /Max_Healthcare_ESG_29_01_2024_1_4376e7f7ed.pdf (Caused by ProtocolError('Connection aborted.', ConnectionResetError(104, 'Connection reset by peer')))",no such file: '../resources/origin_pdf_directory_2023/Max_Healthcare_ESG_29_01_2024_1_4376e7f7ed.pdf'
2023%EB%85%84%20%EB%8C%80%ED%95%9C%ED%95%AD%EA%B3%B5%20ESG%20%EB%B3%B4%EA%B3%A0%EC%84%9C%20(%EC%98%81%EB%AC%B8).pdf,Successfully downloaded,success
2023-Corporate-Responsibility-Report-Final.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2023-Corporate-Responsibility-Report-Final.pdf'.
smiths-annual-report-2023-sustainability.pdf,Successfully downloaded,success
IR2023_d_e.pdf,Successfully downloaded,success
Core-Main_2022_ESG_Report_2022_FULL_10.18.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Core-Main_2022_ESG_Report_2022_FULL_10.18.pdf'.
No link,No link,No link
MKS-ESGReport-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/MKS-ESGReport-2023.pdf'.
QAN_2023_Sustainability_Report.pdf,Successfully downloaded,success
annual-report-2023.pdf,Successfully downloaded,success
Fiscal_2023-Sustainable_Business-Report_EN.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Fiscal_2023-Sustainable_Business-Report_EN.pdf'.
esg_report.2023_en.pdf,Successfully downloaded,success
2023-Sustainability-Report-Spread_FINAL.pdf,Successfully downloaded,success
2023_-_XPO_Logistics_Europe.pdf,Successfully downloaded,success
bmstores-annual-report-and-accounts-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/bmstores-annual-report-and-accounts-2023.pdf'.
en_ar2023_all_web.pdf,Successfully downloaded,success
shp-ir-2023.pdf,Successfully downloaded,success
sr_2023_en.pdf,Successfully downloaded,success
news_release_cfp_20230822_20673_eng.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/news_release_cfp_20230822_20673_eng.pdf'.
1699424132-ake-fy23-sustainability-report-2023.pdf,Successfully downloaded,success
Samsung_Electronics_Sustainability_Report_2023_ENG.pdf,Successfully downloaded,success
eva-esg-insight-report-2022v4_tcm27-83744.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/eva-esg-insight-report-2022v4_tcm27-83744.pdf'.
PI-FINAL-ANNUAL-REPORT-Final.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/PI-FINAL-ANNUAL-REPORT-Final.pdf'.
corporate_governance_report2023.pdf,Successfully downloaded,success
22_houkokusyo.pdf,Successfully downloaded,success
corporate_governance.pdf,Successfully downloaded,success
IHCL_Integrated_Annual_Report_2022-23.pdf,Successfully downloaded,success
BRX-3Q23InvestorPresentation.pdf,Successfully downloaded,success
2023-houlihan-lokey-sustainability-esg-report.pdf,Successfully downloaded,success
SR_2023.pdf,"HTTPSConnectionPool(host='www.bwxt.com', port=443): Max retries exceeded with url: /media/33b55bd2-1b3b-49fd-86e4-354db065864e/JnH9cg/Documents/Corporate%20Citizenship/SR_2023.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4f8a51db80>: Failed to establish a new connection: [Errno -2] Name or service not known'))",no such file: '../resources/origin_pdf_directory_2023/SR_2023.pdf'
First-Horizon-CSR--ESG-Impact-Report--June-2022vf.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/First-Horizon-CSR--ESG-Impact-Report--June-2022vf.pdf'.
2603696.pdf,Successfully downloaded,success
Polycab_IAR%202023.pdf,Successfully downloaded,success
SC_IR2023_ALL_E.pdf,Successfully downloaded,success
No link,No link,No link
Medibank_Sustainability_Report_2023.pdf,Successfully downloaded,success
stockland-annual-report-30-june-2023.pdf,Successfully downloaded,success
CMC_ESG_REPORT_2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/CMC_ESG_REPORT_2023.pdf'.
report2023_108-119.pdf,Successfully downloaded,success
report2023_all_en_interactive.pdf,Successfully downloaded,success
No link,No link,No link
ir2023en.pdf,Successfully downloaded,success
No link,No link,No link
CHB_ESG_Summary(2023.12Published).pdf,Successfully downloaded,success
23595378.pdf,Successfully downloaded,success
PR_2023_Corporate-Sustainability-Report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/PR_2023_Corporate-Sustainability-Report.pdf'.
2023_proxy_statement.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2023_proxy_statement.pdf'.
report-2023.pdf,Successfully downloaded,success
ar2023.pdf,Successfully downloaded,success
2023ESGReport_16104225137.pdf,Successfully downloaded,success
2023-voestalpine-corporate-responsibility-report.pdf,Successfully downloaded,success
LPP-Sustainability-report-for-2023-EN.pdf,Successfully downloaded,success
No link,No link,No link
20240319-ad-hoc-announcement-corporate-reports-2023-en.pdf,Successfully downloaded,success
nyse-elf-2023-10K-23960601.pdf,Successfully downloaded,success
sustainability2023_en.pdf,Successfully downloaded,success
231013_1711_ESG-Report_sl.pdf,Successfully downloaded,success
060sr5v6nqwmj0.pdf,Successfully downloaded,success
UPL_Sustainability_Report_2022-23.pdf,Successfully downloaded,success
2023_001_integrated_en.pdf,Successfully downloaded,success
ia-6432.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ia-6432.pdf'.
Ionis-Corporate-Responsibility-Report-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Ionis-Corporate-Responsibility-Report-2022.pdf'.
9._publicatie_hy_2023_-_28.07.2023_0.pdf,Successfully downloaded,success
IRCTC%20AR2022-23.pdf,"HTTPSConnectionPool(host='www.irctc.com', port=443): Max retries exceeded with url: /assets/images/IRCTC%20AR2022-23.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a521d00>, 'Connection to www.irctc.com timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/IRCTC%20AR2022-23.pdf'
02713304.pdf,Successfully downloaded,success
No link,No link,No link
2023annualreport_EN_0.pdf,Successfully downloaded,success
2023_01e.pdf,Successfully downloaded,success
esg2023web_e.pdf.coredownload.inline.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/esg2023web_e.pdf.coredownload.inline.pdf'.
230816-fy23-annual-report.pdf,Successfully downloaded,success
2023_ENG_Archive.pdf,Successfully downloaded,success
02696831.pdf,Successfully downloaded,success
FS23.pdf,Successfully downloaded,success
ABSLAMC_17072023141432_Intimation.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ABSLAMC_17072023141432_Intimation.pdf'.
Environmental-Social-and-Governance-AAG.pdf,Successfully downloaded,success
ESG%20Sustainability%20Summary%20Report%202023.pdf,Successfully downloaded,success
esgreport_2023_en.pdf,Successfully downloaded,success
No link,No link,No link
Annual_Report_(2023).pdf,Successfully downloaded,success
b2022_climate_change_disclosure_report_gildan.pdf,Successfully downloaded,success
adecco-group-uk-ireland-corporate-governance-report-2022%20new.pdf,Successfully downloaded,success
20231114_Financial_Results_Briefing_for_Q4_FY2023_Final.pdf,Successfully downloaded,success
Citizenship_Report_2023__with_Hyperlink_.pdf,Successfully downloaded,success
Final-2023-Annual-Report.pdf,Successfully downloaded,success
No link,No link,No link
2023%20Hyundai%20Glovis_SR%20Report_ENG.pdf,Successfully downloaded,success
FY-2022-23-Integrated-Annual-Report.pdf,Successfully downloaded,success
No link,No link,No link
Civitas_ESG2023_Report_080323__v4.pdf,Successfully downloaded,success
WOR-CDP-Report-2023.pdf,Successfully downloaded,success
summary_24_02.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/summary_24_02.pdf'.
2023-sustainability-data-assurance-report.pdf,Successfully downloaded,success
en-news-685d8f4b6a625af138a5f1b97ba6ce5e88d2eec3.pdf,Successfully downloaded,success
No link,No link,No link
ar_2023en.pdf,Successfully downloaded,success
thor_sustainability_2022_.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/thor_sustainability_2022_.pdf'
sustainability2023e.pdf,Successfully downloaded,success
No link,No link,No link
vicinity-environment-policy-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/vicinity-environment-policy-2023.pdf'.
ESG-spreads.pdf,Successfully downloaded,success
Post-Holdings-2023-ESG-Report.pdf,Successfully downloaded,success
23_MSC_012456_ESG_Report_R4.pdf,Successfully downloaded,success
Annual_Report_2023.pdf,Successfully downloaded,success
2022_all_open_en.pdf,Successfully downloaded,success
dcc-sr23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/dcc-sr23.pdf'.
Dechra-SR2023.pdf,Successfully downloaded,success
AQN-ESG-Report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/AQN-ESG-Report-2023.pdf'.
2023042401051.pdf,Successfully downloaded,success
Investec-Group-sustainability-report-2023.pdf,Successfully downloaded,success
No link,No link,No link
2023-SEK-Sustainability-Report.pdf,Successfully downloaded,success
integrated-annual-report-2022-23.pdf,Successfully downloaded,success
No link,No link,No link
ar_23_pt02_eng.pdf,Successfully downloaded,success
230808e.pdf,Successfully downloaded,success
1820176-FY23-ESG-Impact-Report-018.pdf,Successfully downloaded,success
Sustainability_report_2023_all.pdf,Successfully downloaded,success
report2023.en.pdf,Successfully downloaded,success
integratedreport2023_e02.pdf,Successfully downloaded,success
AurobindoIR22-23_IR_Final_Web.pdf,Successfully downloaded,success
SPIE_Sustainability-Linked%20Financing%20Framework.pdf,Successfully downloaded,success
discovery-sustainability-report.pdf,Successfully downloaded,success
Annual_Report_2022-23.pdf,Successfully downloaded,success
Hoshizaki_Supplier_Code_of_Conduct_English_12_18_23.pdf,Successfully downloaded,success
Hanwha-Profile-2023-en.pdf,Successfully downloaded,success
05smr0m7dm0jqy.pdf,Successfully downloaded,success
HPCL_Annual_Report_2022-23.pdf,Successfully downloaded,success
e9c93a75-f921-46f6-99d9-91563bf2062e.pdf,Successfully downloaded,success
No link,No link,No link
sustainability_data_book_2023e.pdf,Successfully downloaded,success
Crane-Co_PSE_2022_2.27.23_FINAL.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Crane-Co_PSE_2022_2.27.23_FINAL.pdf'.
valmet-annual-review-2023.pdf,Successfully downloaded,success
2023052300939.pdf,Successfully downloaded,success
No link,No link,No link
20231101_IR_2023_Eng_e.pdf,Successfully downloaded,success
No link,No link,No link
Sustainability-Report-2022.pdf,Successfully downloaded,success
nasdaq-hcp-2023-10K-23764523.pdf,Successfully downloaded,success
nasdaq-rrr-2023-10K-23666441.pdf,Successfully downloaded,success
ALA_2023_ESG_REPORT.pdf,Successfully downloaded,success
No link,No link,No link
fy23-esg-basis-of-reporting.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/fy23-esg-basis-of-reporting.pdf'.
Vontier%20Sustainability%20Report%202023-Final_Updated.pdf,Successfully downloaded,success
LTTS-limited-ESG-2022-23-010923.pdf,Successfully downloaded,success
No link,No link,No link
5b541b66-0afc-4295-ab31-4d94cff4b3e6.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/5b541b66-0afc-4295-ab31-4d94cff4b3e6.pdf'.
YOKOGAWA_SUSTAINABILITY_REPORT_2023_E.pdf,Successfully downloaded,success
Lupin-3R-Nov10_2023.pdf,Successfully downloaded,success
230810-agl-energy-limited-annual-report-2023-4-4-asx.pdf,Successfully downloaded,success
HALO-ESG-REPORT-2023-FINAL.pdf,Successfully downloaded,success
hPJ7m4AsjI8z1jzrMowPoPNHvHF9qQ501N0yRKRh.pdf,Successfully downloaded,success
sustainability-report-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2022.pdf'.
Annual-Report-2022_2023_thyssenkrupp.pdf,Successfully downloaded,success
mahindra-finance-ir-2022-23.pdf,Successfully downloaded,success
2023-MEG-Energy-ESG-Report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/2023-MEG-Energy-ESG-Report.pdf'.
ICG-Sustainability-and-People-Report-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ICG-Sustainability-and-People-Report-2022.pdf'.
dtm-company-presentation-august-2023-vf.pdf,Successfully downloaded,success
No link,No link,No link
2023-annual-report-singles.pdf,Successfully downloaded,success
MTN-Group-FY-22-Sustainability-Report.pdf,Successfully downloaded,success
sustainability-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2023.pdf'.
Corporate-Sustainability-Report-2023.pdf,Successfully downloaded,success
20231114CGE.pdf,Successfully downloaded,success
No link,No link,No link
hr-block-environmental-social-governance-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/hr-block-environmental-social-governance-report-2023.pdf'.
No link,No link,No link
Integrated-Report-2022-23.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Integrated-Report-2022-23.pdf'.
No link,No link,No link
AR-23.pdf,Successfully downloaded,success
No link,No link,No link
Annual%20Report%202023.pdf,Successfully downloaded,success
MSI-Express-2023-Sustainability-Report-030424.pdf,Successfully downloaded,success
Alamos-ClimateChangeReport.pdf,Successfully downloaded,success
bd839199b34d81fe.pdf,Successfully downloaded,success
02721406.pdf,Successfully downloaded,success
cib-2023-principles-for-responsible-banking.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/cib-2023-principles-for-responsible-banking.pdf'.
No link,No link,No link
No link,No link,No link
20230929_01.pdf,Successfully downloaded,success
Fabrinet-Sustainability-Report-2023.pdf,Successfully downloaded,success
No link,No link,No link
WK93.pdf,Successfully downloaded,success
annualreport_2022_gt19.pdf,Successfully downloaded,success
Integrated%20report%20E_1_20240130.pdf,Successfully downloaded,success
Ampol%20Fuel%20Product%20-%20PDS%202022.pdf,"HTTPSConnectionPool(host='www.climateactive.org.au', port=443): Max retries exceeded with url: /sites/default/files/2023-05/Ampol%20Fuel%20Product%20-%20PDS%202022.pdf (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='www.climateactive.org.au', port=443): Read timed out. (read timeout=10)""))",no such file: '../resources/origin_pdf_directory_2023/Ampol%20Fuel%20Product%20-%20PDS%202022.pdf'
Zurn-Elkay-Enviro-and-Sustainability-Policy-July-2022.pdf,Successfully downloaded,success
annual-report-2023.pdf,Successfully downloaded,success
Sustainability_Report_2023.pdf,Successfully downloaded,success
No link,No link,No link
hon-annual-report-2022-23.pdf,Successfully downloaded,success
Vopak_Annual_Report_2023_.pdf,Successfully downloaded,success
No link,No link,No link
2022_report.pdf,Successfully downloaded,success
No link,No link,No link
winter_reliability_2023-nfg.pdf,"HTTPSConnectionPool(host='www.puc.pa.gov', port=443): Max retries exceeded with url: /media/2661/winter_reliability_2023-nfg.pdf (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4f8a547730>, 'Connection to www.puc.pa.gov timed out. (connect timeout=10)'))",no such file: '../resources/origin_pdf_directory_2023/winter_reliability_2023-nfg.pdf'
nasdaq-pltk-2023-10K-23678619.pdf,Successfully downloaded,success
2023092500681.pdf,Successfully downloaded,success
Southwest-Gas-2022-Sustainability-Report.pdf,"HTTPSConnectionPool(host='www.swgas.com', port=443): Max retries exceeded with url: /1409216536723/Southwest-Gas-2022-Sustainability-Report.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4f8a550d00>: Failed to establish a new connection: [Errno -2] Name or service not known'))",no such file: '../resources/origin_pdf_directory_2023/Southwest-Gas-2022-Sustainability-Report.pdf'
Mainfreight-Annual-Report-2023.pdf,Successfully downloaded,success
CDL_ISR_2023.pdf,Successfully downloaded,success
ash_2024_annual_report.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ash_2024_annual_report.pdf'.
ESG-Report-2023.vF-2.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ESG-Report-2023.vF-2.pdf'.
nasdaq-avt-2023-10K-231183155.pdf,Successfully downloaded,success
No link,No link,No link
NYSE_MTG_2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/NYSE_MTG_2022.pdf'.
ats-sustainabilityreport-2023.pdf,Successfully downloaded,no such file: '../resources/origin_pdf_directory_2023/ats-sustainabilityreport-2023.pdf'
231082760.pdf,Successfully downloaded,success
Environmental-Social-and-Governance-Report-FY-2023.pdf,Successfully downloaded,success
Oberoi%20Realty%20-ARA%20FY23%20-%20HSIE-202307050649471472849.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Oberoi%20Realty%20-ARA%20FY23%20-%20HSIE-202307050649471472849.pdf'.
Sustainability-Report-2021.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Sustainability-Report-2021.pdf'.
No link,No link,No link
No link,No link,No link
2023101700462.pdf,Successfully downloaded,success
Annual-Report%20FY2022-23-BBL_0.pdf,Successfully downloaded,success
05sxlst21zg860.pdf,Successfully downloaded,success
No link,No link,No link
05x3xn8862ncmf.pdf,Successfully downloaded,success
IR_2023_e.pdf,Successfully downloaded,success
2022_01_Bucher_annual-report_2022_EN_0.pdf,Successfully downloaded,success
proposals-of-the-board-of-directors-to-the-agm-2023.pdf,Successfully downloaded,success
pr-h1-2023-wendel.pdf,Successfully downloaded,success
rs-group-esg-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/rs-group-esg-report-2023.pdf'.
tcfd-report-2023.pdf,Successfully downloaded,success
2023%20SK%20Biopharmaceuticals_SR_ENG_Final.pdf?fileName=20230830185311tOoW.pdf,Successfully downloaded,success
csr_2023_final.pdf,Successfully downloaded,success
cirrus_logic_CDP_climate_report.pdf,Successfully downloaded,success
cirrus_logic_CDP_climate_report.pdf,Successfully downloaded,success
Annual-Report-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Annual-Report-2022.pdf'.
AR-23.pdf,Successfully downloaded,success
02724582.pdf,Successfully downloaded,success
No link,No link,No link
Zions-Bancorporation-Proxy-Statement-2023.pdf,"(""Connection broken: ConnectionResetError(104, 'Connection reset by peer')"", ConnectionResetError(104, 'Connection reset by peer'))",no such file: '../resources/origin_pdf_directory_2023/Zions-Bancorporation-Proxy-Statement-2023.pdf'
No link,No link,No link
Denbury-Announces-2023-Outlook.pdf,Successfully downloaded,success
ProMedicus_Annual_Report-2023-Web_Version.pdf,Successfully downloaded,success
No link,No link,No link
2023-Sustainability-Report-2610423.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
No link,No link,No link
No link,No link,No link
2224185.pdf,Successfully downloaded,success
HGV-ESG-Report-2023_V10_Digital.pdf,Successfully downloaded,success
No link,No link,No link
mphasis-esg-report-2022-2023.pdf,Successfully downloaded,success
USS_AR_Report_2023_with10K_v2.pdf,Successfully downloaded,success
PERSOL_IntegratedReport2023_en.pdf,Successfully downloaded,success
Shareholder-Letter-Q4-FY23-FINAL-SentinelOne.pdf,Successfully downloaded,success
hlb-annual-report-2023.pdf,Successfully downloaded,success
7887e82a-ad28-4c4f-ad7d-5c98dbf44fb5.pdf,Successfully downloaded,success
esg-investment-policy-statement-2023.pdf,Successfully downloaded,success
REMJun2023.pdf,Successfully downloaded,success
Aspen-2023-Sustainability-and-ESG-Data-Supplement.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Aspen-2023-Sustainability-and-ESG-Data-Supplement.pdf'.
Visteon-CSR-2022-FINAL-15-June-2022.pdf,Successfully downloaded,success
Dec-12_2024_Capri.pdf,Successfully downloaded,success
macquarie-group-fy23-presentation.pdf,Successfully downloaded,success
Consolidated%20Financial%20Results%20for%20the%20Six%20Months%20Ended%20November%2030%2C%202023%5BJapanese%20GAAP%5D.pdf,"HTTPSConnectionPool(host='www.cosmospc.co.jp', port=443): Max retries exceeded with url: /english/upload/Consolidated%20Financial%20Results%20for%20the%20Six%20Months%20Ended%20November%2030%2C%202023%5BJapanese%20GAAP%5D.pdf (Caused by ReadTimeoutError(""HTTPSConnectionPool(host='www.cosmospc.co.jp', port=443): Read timed out. (read timeout=10)""))",no such file: '../resources/origin_pdf_directory_2023/Consolidated%20Financial%20Results%20for%20the%20Six%20Months%20Ended%20November%2030%2C%202023%5BJapanese%20GAAP%5D.pdf'
sdb2023_e_interactive.pdf,Successfully downloaded,success
Stericycle-Corporate-Social-Responsibility-Report-2023.pdf.coredownload.inline.pdf,Successfully downloaded,success
2597206-%20NXT%20-%20FY23%20Annual%20Report.pdf,Successfully downloaded,success
wab-corporate-responsibility-report-202310.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/wab-corporate-responsibility-report-202310.pdf'.
2022-2023_Oneok_CSR_Sept12.pdf,Successfully downloaded,success
2023-Proxy-Statement-FINAL-5-1-23.pdf,Successfully downloaded,success
braze-inc-fy23-10k-final.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/braze-inc-fy23-10k-final.pdf'.
kW9e.pdf,Successfully downloaded,success
Gerresheimer_Annual_Report_2023_en_unprotected.pdf,Successfully downloaded,success
"FFP%20ENVIRONMENTAL,%20SOCIAL%20AND%20GOVERNANCE%20(ESG)%20SUSTAINABILITY%20HIGHLIGHTS%20REPORT%20040423.pdf",Successfully downloaded,success
No link,No link,No link
Public-Storage-Sustainability-Report-2023-vF-1.pdf,Successfully downloaded,success
Corporate%20Governance%20Report.pdf,"HTTPSConnectionPool(host='s3-ap-northeast-1.amazonaws.com', port=443): Max retries exceeded with url: /sustainability-cms-imhds-s3/pdf/en/Corporate%20Governance%20Report.pdf (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4f8a4ef070>: Failed to establish a new connection: [Errno 101] Network is unreachable'))",no such file: '../resources/origin_pdf_directory_2023/Corporate%20Governance%20Report.pdf'
No link,No link,No link
en_sustainability2023.pdf,Successfully downloaded,success
EVN-Full-Report-2021-22.pdf,Successfully downloaded,success
pdfFile.pdf,Successfully downloaded,success
nyse-esab-2023-10K-23710985.pdf,Successfully downloaded,success
No link,No link,No link
61171207-1.pdf,Successfully downloaded,success
NASDAQ_MDGL_2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/NASDAQ_MDGL_2022.pdf'.
2023%EB%85%84%20%EB%8C%80%ED%95%9C%ED%95%AD%EA%B3%B5%20ESG%20%EB%B3%B4%EA%B3%A0%EC%84%9C%20(%EC%98%81%EB%AC%B8).pdf,Successfully downloaded,success
LG%20ESG%20Reporting%202022-2023_ENG.pdf,Successfully downloaded,success
Evolution-Mining-Sustainability-Report-2023.pdf,Successfully downloaded,success
Johnson+Matthey+2023+Annual+Report+and+Accounts.pdf,Successfully downloaded,success
THG-Sustainability-Report-Final-Online-View.pdf,Successfully downloaded,success
Equitrans-Midstream-2023-CDP-Climate-Change-Questionnaire.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/Equitrans-Midstream-2023-CDP-Climate-Change-Questionnaire.pdf'.
tce-2023-annual-report.pdf,Successfully downloaded,success
Financial-Statements-Kinaxis-Inc-Q4-2023-Final.pdf,Successfully downloaded,success
No link,No link,No link
ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ar-ishares-jpx-nikkei-400-etf-03-31.pdf?stream=reg&product=IUS-JPXN&shareClass=NA&documentId=1161010%7E1161009%7E926348%7E2151965%7E2047272&iframeUrlOverride=%2Fus%2Findividual%2Fliterature%2Fannual-report%2Far-ishares-jpx-nikkei-400-etf-03-31.pdf'.
05txc14jmb37b5.pdf,Successfully downloaded,success
No link,No link,No link
64bad1099fc2f34f9163de26_Reuse%20Report%202023_Mercari.pdf,Successfully downloaded,success
No link,No link,No link
CSR_2023.pdf,Successfully downloaded,success
Terex_2023_ESG_Report_Final.pdf,Successfully downloaded,success
BRR-2021-2022.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/BRR-2021-2022.pdf'.
report.pdf,Successfully downloaded,success
fss_sustainability_report_June_2023.pdf,Successfully downloaded,success
ujt9.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/ujt9.pdf'.
governance_20230707_en_01.pdf,Successfully downloaded,success
No link,No link,No link
No link,No link,No link
adient-sustainability-report-2023-v1.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/adient-sustainability-report-2023-v1.pdf'.
20230523_1.pdf,Successfully downloaded,success
TUI_23_002_GB23_EN_Gesamt_231205_interaktiv_2133.pdf-d7d207e305626938368107917be23a6f.pdf,Successfully downloaded,success
No link,No link,No link
annual-report-2023.pdf,Successfully downloaded,success
sustainability-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/sustainability-report-2023.pdf'.
imcd-nv-integrated-report-2023.pdf,Successfully downloaded,Failed to open file '../resources/origin_pdf_directory_2023/imcd-nv-integrated-report-2023.pdf'.
cdp-climate-2023.pdf,Successfully downloaded,success
cdp-climate-2023.pdf,Successfully downloaded,success
ful-a3-e.pdf,Successfully downloaded,success
